chozodecal01_bc maps\textures\chozodecal01_bc.bctex
clearblue02_at maps\textures\clearblue02_at.bctex
distortion_wave00 system\fx\textures_zdr\distortion_wave00.bctex
cavpathrock01_bc maps\textures\cavpathrock01_bc.bctex
aquanature06a_bc maps\textures\aquanature06a_bc.bctex
line_long system\fx\textures_zdr\line_long.bctex
rockforest01_nm maps\textures\rockforest01_nm.bctex
block_slide_reg_001_bc actors\props\block_slide_reg_001\models\textures\block_slide_reg_001_bc.bctex
chozobgemmydoor01_bc maps\textures\chozobgemmydoor01_bc.bctex
chozomatconcreteblue11_at maps\textures\chozomatconcreteblue11_at.bctex
fire01 system\fx\textures_zdr\fire01.bctex
chozobgemmy05_bc maps\textures\chozobgemmy05_bc.bctex
arrow4 system\fx\textures\arrow4.bctex
cut_elevatorinterior_at actors\props\cut_elevatorinterior\models\textures\cut_elevatorinterior_at.bctex
chozoastresp01_nm maps\textures\chozoastresp01_nm.bctex
leavemat03_nm maps\textures\leavemat03_nm.bctex
gasmist01 maps\fx\emmymist01\fx\textures\gasmist01.bctex
blood_add system\fx\textures\blood_add.bctex
elevator_at actors\props\elevator\models\textures\elevator_at.bctex
hazrock06 maps\textures\hazrock06.bctex
chozoaqbgcorridor01_nm maps\textures\chozoaqbgcorridor01_nm.bctex
shuter_boss_bc actors\props\shuter_boss\models\textures\shuter_boss_bc.bctex
bubble_splash system\fx\textures_zdr\bubble_splash.bctex
path03b_nm maps\textures\path03b_nm.bctex
dooremmyfx_at actors\props\dooremmy\fx\textures\dooremmyfx_at.bctex
surfaceplatform03 maps\textures\surfaceplatform03.bctex
powerbeam_charged_bigglow system\fx\textures_zdr\powerbeam_charged_bigglow.bctex
cavpathrock04v2_at maps\textures\cavpathrock04v2_at.bctex
areanames_ferenia gui\textures\areanames_ferenia.bctex
rockcolumn04 maps\textures\rockcolumn04.bctex
lava_bubbles_05 system\fx\textures_zdr\lava_bubbles_05.bctex
boxweight_nm actors\props\box_weight_cv_001\models\textures\boxweight_nm.bctex
slime_tiled system\fx\textures_zdr\slime_tiled.bctex
doorcentralunit_nm actors\props\doorcentralunit\models\textures\doorcentralunit_nm.bctex
smoke_generic_05 system\fx\textures_zdr\smoke_generic_05.bctex
chargepowerbeam_rgba actors\weapons\powerbeam\models\textures\chargepowerbeam_rgba.bctex
cavpathrock02v1_at maps\textures\cavpathrock02v1_at.bctex
commanderwings_nm actors\characters\chozocommander\models\textures\commanderwings_nm.bctex
snowflake system\fx\textures_zdr\snowflake.bctex
box_magnet_mg_02_bc actors\props\box_magnet_mg_02\models\textures\box_magnet_mg_02_bc.bctex
breakable_block_powerbomb_bc actors\props\breakable_block_powerbomb\models\textures\breakable_block_powerbomb_bc.bctex
chozodecal04_nm maps\textures\chozodecal04_nm.bctex
raypart_l system\fx\textures\raypart_l.bctex
circle_innernoise system\fx\textures_zdr\circle_innernoise.bctex
chozocommander_grain actors\characters\chozocommander\fx\textures\chozocommander_grain.bctex
chozoallassetbox01_nm maps\textures\chozoallassetbox01_nm.bctex
chozosancbgpath02_bc maps\textures\chozosancbgpath02_bc.bctex
powerbeam_charged_loopball_inner system\fx\textures_zdr\powerbeam_charged_loopball_inner.bctex
sabotoru_nest_eggs_at actors\props\doorchargecharge\models\textures\sabotoru_nest_eggs_at.bctex
noise_pink actors\characters\rodotuk\fx\textures\noise_pink.bctex
chozoaqdrain01_bc maps\objects\chozoaqdrain01\textures\chozoaqdrain01_bc.bctex
rockdiver_bc actors\characters\rockdiver\models\textures\rockdiver_bc.bctex
fauna_reptile_02_bc actors\events\mapev_reptile02\models\textures\fauna_reptile_02_bc.bctex
coldzoneasset01_at maps\textures\coldzoneasset01_at.bctex
chozosancstatuenew03_bc maps\textures\chozosancstatuenew03_bc.bctex
cube_centralunitspecularhdr maps\cubemaps\21_1\cube_centralunitspecularhdr.bctex
hyper_helmet_mask actors\characters\samus_facial\models\textures\hyper_helmet_mask.bctex
icedecal01_bc maps\textures\icedecal01_bc.bctex
head_dead_nm actors\characters\hydrogiga\models\textures\head_dead_nm.bctex
chozomatmetalred03_bc maps\textures\chozomatmetalred03_bc.bctex
pistonmagma_nm actors\props\pistonmag01\models\textures\pistonmagma_nm.bctex
chozopathfront1_nm maps\textures\chozopathfront1_nm.bctex
texturetext_minuscircle gui\textures\texturetext_minuscircle.bctex
one_pixel_alpha system\fx\textures_zdr\one_pixel_alpha.bctex
moss_nm maps\textures\moss_nm.bctex
explosion4 system\fx\textures\explosion4.bctex
chozopathmagtileset_bc maps\textures\chozopathmagtileset_bc.bctex
lightshaft_var maps\textures\lightshaft_var.bctex
purplefluid_at maps\textures\purplefluid_at.bctex
samuspowermorph_a actors\characters\morphball\models\textures\samuspowermorph_a.bctex
maproom_parallaxspecularhdr maps\cubemaps\definitivos\maproom_parallaxspecularhdr.bctex
chozowarriorelite_weapons_bc actors\characters\chozowarriorelite\models\textures\chozowarriorelite_weapons_bc.bctex
door_ramp maps\textures\door_ramp.bctex
watermattopt01_bc maps\textures\watermattopt01_bc.bctex
bordershexagonal actors\items\item_missiletank\models\textures\bordershexagonal.bctex
grapplebeam_at actors\items\powerup_grapplebeam\models\textures\grapplebeam_at.bctex
texturetext_x_20 gui\textures\texturetext_x_20.bctex
chozoallwall02c_nm maps\textures\chozoallwall02c_nm.bctex
decalice01_bc maps\textures\decalice01_bc.bctex
breakable_block_missile_nm maps\blocks\breakable_block_missile\textures\breakable_block_missile_nm.bctex
chozosteedoor_nm maps\textures\chozosteedoor_nm.bctex
samuszero_a actors\characters\samuszerolow\models\textures\samuszero_a.bctex
smoke_generic_loop_00 system\fx\textures_zdr\smoke_generic_loop_00.bctex
doorheat_at actors\props\doorheat\models\textures\doorheat_at.bctex
mapev_lapa_01_nm actors\events\mapev_lapa_01\models\textures\mapev_lapa_01_nm.bctex
impact3 system\fx\textures\impact3.bctex
chozomatmetalbrown12_nm maps\textures\chozomatmetalbrown12_nm.bctex
aquarocksalt03velvet_at maps\objects\aquarocksalt03\textures\aquarocksalt03velvet_at.bctex
clipray system\fx\textures\clipray.bctex
chozosancnest02_nm maps\textures\chozosancnest02_nm.bctex
vrremmyspecularhdr maps\cubemaps\20_11\vrr.emmyspecularhdr.bctex
breakable_block_icemissile_at maps\blocks\breakable_block_icemissile\textures\breakable_block_icemissile_at.bctex
aquarockwall03x3simple_bc maps\textures\aquarockwall03x3simple_bc.bctex
chozomatmetalred02_bc maps\textures\chozomatmetalred02_bc.bctex
emmyenergy_bc maps\textures\emmyenergy_bc.bctex
infesterball_bc actors\characters\infester\models\textures\infesterball_bc.bctex
magdigrockwalllava02_nm maps\textures\magdigrockwalllava02_nm.bctex
chozomatconcretegreen01_bc maps\textures\chozomatconcretegreen01_bc.bctex
breakable_block_powerbomb_bc maps\blocks\breakable_block_powerbomb\textures\breakable_block_powerbomb_bc.bctex
mapev_planteater_petalos_at actors\events\mapev_planteater\models\textures\mapev_planteater_petalos_at.bctex
rockvt01_at maps\textures\rockvt01_at.bctex
weightactivatedplatform_map_nm actors\props\weightactivatedplatform_map\models\textures\weightactivatedplatform_map_nm.bctex
chozosancpillar01_bc maps\textures\chozosancpillar01_bc.bctex
fauna_reptile_01_nm actors\events\mapev_reptile01\models\textures\fauna_reptile_01_nm.bctex
chozomatconcreteblack01_nm maps\textures\chozomatconcreteblack01_nm.bctex
woodbark03_nm maps\textures\woodbark03_nm.bctex
smoke_mid system\fx\textures_zdr\smoke_mid.bctex
specialburst_burstwaves03 system\fx\textures_zdr\specialburst_burstwaves03.bctex
doorwavebeam_nm actors\props\doorwavebeam\models\textures\doorwavebeam_nm.bctex
chozoallcorner01b_nm maps\objects\chozoallcorner01b\textures\chozoallcorner01b_nm.bctex
caverockborder_nm maps\textures\caverockborder_nm.bctex
bomb_nm actors\weapons\linebomb\models\textures\bomb_nm.bctex
cavpathrock01v5_at maps\textures\cavpathrock01v5_at.bctex
darkblue02_bc maps\textures\darkblue02_bc.bctex
box_magnet_aq_001_bc actors\props\box_magnet_aq_001\models\textures\box_magnet_aq_001_bc.bctex
cavbugrock02_at maps\textures\cavbugrock02_at.bctex
takumaku_cut_bc actors\characters\takumaku_cut\models\textures\takumaku_cut_bc.bctex
a_nm actors\props\capsulelaunchershipyard\models\textures\a_nm.bctex
cavrockbackground07_nm maps\textures\cavrockbackground07_nm.bctex
lavamat01_bc maps\textures\lavamat01_bc.bctex
ring_shaft system\fx\textures_zdr\ring_shaft.bctex
cavegg01_bc maps\textures\cavegg01_bc.bctex
ramp_bwbex system\fx\textures\ramp_bwbex.bctex
specialburst_impactshaft system\fx\textures_zdr\specialburst_impactshaft.bctex
purplenx07_bc maps\textures\purplenx07_bc.bctex
spark_ember00 system\fx\textures_zdr\spark_ember00.bctex
techcolum02_bc maps\textures\techcolum02_bc.bctex
doorcreature_d actors\props\doorcreature\models\textures\doorcreature_d.bctex
smoke_grayscale_00 maps\fx\smokeparticles\textures\smoke_grayscale_00.bctex
chozoallbggenwall06joint_nm maps\objects\chozoallbggenwall06joint\textures\chozoallbggenwall06joint_nm.bctex
path03_at maps\textures\path03_at.bctex
roots_dead_bc actors\characters\hydrogiga\models\textures\roots_dead_bc.bctex
aeionstatue_head_at actors\props\aeionstatue\models\textures\aeionstatue_head_at.bctex
chozoallbgemmy01set05_bc maps\textures\chozoallbgemmy01set05_bc.bctex
fabric04_bc maps\textures\fabric04_bc.bctex
ev_entercu_cv_001_bc actors\props\ev_entercu_cv_001\models\textures\ev_entercu_cv_001_bc.bctex
rayarc_tile_03 system\fx\textures_zdr\rayarc_tile_03.bctex
chozobasebg02_bc maps\textures\chozobasebg02_bc.bctex
elevator_at actors\props\elevator_with_cutscene\models\textures\elevator_at.bctex
chozomatmetalbrown03_bc maps\textures\chozomatmetalbrown03_bc.bctex
missile_nm actors\weapons\missile\models\textures\missile_nm.bctex
fusionmorphpower_d actors\characters\morphball\models\textures\fusionmorphpower_d.bctex
samusvariamorphnew_d actors\characters\morphball\models\textures\samusvariamorphnew_d.bctex
oildrops system\fx\textures\oildrops.bctex
samus_sburst_bc actors\characters\samus\models\textures\samus_sburst_bc.bctex
doorwidebeam_bc actors\props\doorwidebeam\models\textures\doorwidebeam_bc.bctex
noise_dissolve01 system\fx\textures_zdr\noise_dissolve01.bctex
chozomatmetalblue16_bc maps\textures\chozomatmetalblue16_bc.bctex
cavpathrock01v5_bc maps\textures\cavpathrock01v5_bc.bctex
chozomatpipes02_nm maps\textures\chozomatpipes02_nm.bctex
chozosancpillar01_nm maps\textures\chozosancpillar01_nm.bctex
cavrockpillar01_nm maps\textures\cavrockpillar01_nm.bctex
shotdecal02_at maps\textures\shotdecal02_at.bctex
chozowarrior_body_02_nm actors\characters\chozowarrior\models\textures\chozowarrior_body_02_nm.bctex
zero_hair_bc actors\characters\samus_facial\models\textures\zero_hair_bc.bctex
magdigrocklava03_nm maps\textures\magdigrocklava03_nm.bctex
chozomatmetalyellow08_bc maps\textures\chozomatmetalyellow08_bc.bctex
accesspoint_bc actors\props\accesspoint\models\textures\accesspoint_bc.bctex
cavpathrock03v4_bc maps\textures\cavpathrock03v4_bc.bctex
grass01_bc maps\textures\grass01_bc.bctex
splash_lavaenter_pos actors\characters\samus\fx\textures\splash_lavaenter_pos.bctex
ice_cube_large_at actors\props\ice_cube\models\textures\ice_cube_large_at.bctex
chozowarriorelite_body_nm actors\characters\chozowarriorelite\models\textures\chozowarriorelite_body_nm.bctex
chozomatmetalgray15_bc maps\textures\chozomatmetalgray15_bc.bctex
leavemat02_nm maps\textures\leavemat02_nm.bctex
lavamat04_bc maps\textures\lavamat04_bc.bctex
plantforestroot_nm maps\textures\plantforestroot_nm.bctex
steamdevice_column01 maps\fx\steamdevices\textures\steamdevice_column01.bctex
energysphere system\fx\textures\energysphere.bctex
chozoplatformpipes01_nm maps\textures\chozoplatformpipes01_nm.bctex
chozomatmetalgray13_nm maps\textures\chozomatmetalgray13_nm.bctex
material_bc actors\props\ev_tentacle_001\models\textures\material_bc.bctex
light_grey_checker maps\textures\light_grey_checker.bctex
waterdropsplash01 system\fx\textures_zdr\waterdropsplash01.bctex
pup_widebeam_bc actors\items\powerup_widebeam\models\textures\pup_widebeam_bc.bctex
armor_body_02_nm actors\events\mapev_armor\models\textures\armor_body_02_nm.bctex
arrowsmoke system\fx\textures\arrowsmoke.bctex
kraidbouncingcreaturesunb_nm actors\weapons\kraidbouncingcreaturesunb\models\textures\kraidbouncingcreaturesunb_nm.bctex
grey01 maps\textures\grey01.bctex
quarentenaspecularhdr maps\cubemaps\20_11\quarentenaspecularhdr.bctex
chozomatmetalwhite02_bc maps\textures\chozomatmetalwhite02_bc.bctex
chozomatpipes04_nm maps\textures\chozomatpipes04_nm.bctex
ray_blured system\fx\textures_zdr\ray_blured.bctex
chozosancbasestatue01_nm maps\textures\chozosancbasestatue01_nm.bctex
magdigrockbg01_bc maps\textures\magdigrockbg01_bc.bctex
teleportertorre_nm actors\props\teleporter\models\textures\teleportertorre_nm.bctex
aquanature05_nm maps\textures\aquanature05_nm.bctex
chozoemmytunnelfloor01_bc maps\textures\chozoemmytunnelfloor01_bc.bctex
gradienttele system\fx\textures\gradienttele.bctex
skin04_nm maps\textures\skin04_nm.bctex
shaft_dark system\fx\textures_zdr\shaft_dark.bctex
powergenengine_a_nm actors\props\powergeneratorengine\models\textures\powergenengine_a_nm.bctex
powergenengine_b_bc actors\props\powergeneratorengine\models\textures\powergenengine_b_bc.bctex
cavrockinit01_bc maps\textures\cavrockinit01_bc.bctex
impactboost_l actors\weapons\powerbeam\models\textures\impactboost_l.bctex
ca_3specularhdr maps\cubemaps\caveaqua\ca_3specularhdr.bctex
chozosteelplates_nm maps\textures\chozosteelplates_nm.bctex
fauna03_nm actors\events\mapev_rod\models\textures\fauna03_nm.bctex
emmy_valve_nm actors\props\emmyvalve_reg_gen_001\models\textures\emmy_valve_nm.bctex
samus_ghostdash_front actors\characters\samus\fx\textures\samus_ghostdash_front.bctex
doorpresence_at actors\props\doorpresencepresence\models\textures\doorpresence_at.bctex
cavpathrock02v3_nm maps\textures\cavpathrock02v3_nm.bctex
reapertrail system\fx\textures_zdr\reapertrail.bctex
cavstatue01_bc maps\textures\cavstatue01_bc.bctex
chozomatconcretepattern01_at maps\textures\chozomatconcretepattern01_at.bctex
capsule_roof_hatch_bc actors\props\capsuleelevatorskybase\models\textures\capsule_roof_hatch_bc.bctex
chozoaqatrezzoroofbg02_nm maps\textures\chozoaqatrezzoroofbg02_nm.bctex
energyrechargebase_nm actors\props\energyrecharge\models\textures\energyrechargebase_nm.bctex
aeiongd_statue_head_at actors\props\aeiongd_statue\models\textures\aeiongd_statue_head_at.bctex
protoemmymask_nm actors\props\protoemmymask\models\textures\protoemmymask_nm.bctex
fire_small system\fx\textures_zdr\fire_small.bctex
chozomagasset_at maps\textures\chozomagasset_at.bctex
shootactivator_bc actors\props\ev_tbdrainboss\models\textures\shootactivator_bc.bctex
skin03_bc maps\textures\skin03_bc.bctex
pilar01b_nm maps\textures\pilar01b_nm.bctex
rayarc_tile04 system\fx\textures_zdr\rayarc_tile04.bctex
texturetext_zr gui\textures\texturetext_zr.bctex
chozofrieze01_bc maps\textures\chozofrieze01_bc.bctex
iceflea_at actors\characters\iceflea\models\textures\iceflea_at.bctex
chozosancstatuel2_nm maps\textures\chozosancstatuel2_nm.bctex
chozomatmetalblue02_nm maps\textures\chozomatmetalblue02_nm.bctex
tilingvshaft system\fx\textures\tilingvshaft.bctex
chozomatmetalgray06_nm maps\textures\chozomatmetalgray06_nm.bctex
water_initbreakloop_pos actors\props\platformcavewaterb\fx\textures\water_initbreakloop_pos.bctex
impact1 system\fx\textures\impact1.bctex
explosion_fire system\fx\textures_zdr\explosion_fire.bctex
cavplatformrock04v8_bc maps\textures\cavplatformrock04v8_bc.bctex
lava_explosion00_anim_pos maps\fx\lavasplashes\textures\lava_explosion00_anim_pos.bctex
forestdigrock01_nm maps\textures\forestdigrock01_nm.bctex
algaedecal01_nm maps\textures\algaedecal01_nm.bctex
brain_splash_02 system\fx\textures_zdr\brain_splash_02.bctex
kraid_finalspecularhdr maps\cubemaps\definitivos\kraid_finalspecularhdr.bctex
chozoallwall02d_bc maps\textures\chozoallwall02d_bc.bctex
white system\fx\textures\white.bctex
doorcharge_bc actors\props\doorchargeclosed\models\textures\doorcharge_bc.bctex
onion_at actors\props\onion_test\textures\onion_at.bctex
lavacarpet_fire_01 actors\weapons\cooldownxbosslavacarpet\fx\textures\lavacarpet_fire_01.bctex
rays_beam system\fx\textures_zdr\rays_beam.bctex
cavplatformrock04v9_nm maps\textures\cavplatformrock04v9_nm.bctex
arc system\fx\textures\arc.bctex
autector_at actors\characters\autector\models\textures\autector_at.bctex
e2diffusehdr maps\cubemaps\definitivos\e.2diffusehdr.bctex
red_path_nm maps\textures\red_path_nm.bctex
halo_wind system\fx\textures_zdr\halo_wind.bctex
aquarock03x4rock_bc maps\textures\aquarock03x4rock_bc.bctex
b_at actors\props\capsulelaunchershipyard\models\textures\b_at.bctex
box_magnet_aq_001_nm actors\props\box_magnet_aq_001\models\textures\box_magnet_aq_001_nm.bctex
impact_shaft system\fx\textures_zdr\impact_shaft.bctex
wagontrainplatforma_nm actors\props\wagontrainplatform\models\textures\wagontrainplatforma_nm.bctex
wagontrainplatformb_bc actors\props\weightactivatedplatform_train\models\textures\wagontrainplatformb_bc.bctex
ramp_fresnel actors\characters\samus\models\textures\ramp_fresnel.bctex
cavrockwater01_at maps\textures\cavrockwater01_at.bctex
fabric03_bc maps\textures\fabric03_bc.bctex
chozopipesyellowadorn01_bc maps\textures\chozopipesyellowadorn01_bc.bctex
cavrockbackground13_nm maps\textures\cavrockbackground13_nm.bctex
chozomatconcreteblack02_at maps\textures\chozomatconcreteblack02_at.bctex
deviceheat_nm actors\props\deviceheat\models\textures\deviceheat_nm.bctex
glow_big system\fx\textures_zdr\glow_big.bctex
centralunitcave03_bc actors\characters\centralunitcave\models\textures\centralunitcave03_bc.bctex
